,left_number,right_number,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,the_vintage_bombshell,1662646317
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,oxmxl,1664431632
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,oxmxl,1662646263
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,oxmxl,1662974747
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,mel77wa,1662646031
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,mel77wa,1664431777
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,mel77wa,1662974771
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,momentswithmellissa,1664432004
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,momentswithmellissa,1662974826
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,momentswithmellissa,1662646114
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,_natalii3,1662974924
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,_natalii3,1664431509
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,_natalii3,1662645760
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kimreed930,1664431721
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kimreed930,1662645528
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kimreed930,1662975204
0,50000,100000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,just_janci,1664431766
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,just_janci,1662646253
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,just_janci,1662974783
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,megan_bair,1662975333
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,megan_bair,1662645659
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,megan_bair,1664431739
0,1,5000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,liveloveprojects,1662974744
0,1,5000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,liveloveprojects,1664431815
0,1,5000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,liveloveprojects,1662645771
0,1,5000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,haleymarie666,1664431429
0,1,5000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,haleymarie666,1662646276
0,1,5000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,haleymarie666,1662974802
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1664431659
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1662974836
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1662645585
0,1,5000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
0,1,5000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662974762
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1662645754
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sofi.s_mommy_world,1664431540
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662974943
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1662645399
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,patrianasonia,1664431518
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1664431782
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1662645760
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,gyda.bell,1662974757
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,amanda.bloomquist,1662646050
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,amanda.bloomquist,1662974903
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,amanda.bloomquist,1664431755
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,harpergraemusic,1662645508
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,harpergraemusic,1664431727
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,harpergraemusic,1662974993
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,thechloebeth,1662645791
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,thechloebeth,1664431547
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,thechloebeth,1662974750
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,_lunita,1664431479
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,_lunita,1663087017
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sally_belhaj,1662975231
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sally_belhaj,1664431544
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sally_belhaj,1662645798
0,50000,100000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,raleighlilith,1662646070
0,50000,100000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,raleighlilith,1664431520
0,50000,100000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,raleighlilith,1662974962
0,5000,10000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sarahjpreston,1664431716
0,5000,10000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sarahjpreston,1662645519
0,5000,10000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sarahjpreston,1662974731
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,miixeddoll,1664431527
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,miixeddoll,1662646215
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,miixeddoll,1662974736
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662975240
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1664431734
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662645464
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1662974910
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1664431836
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1662645832
0,5000,10000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1662645709
0,5000,10000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1664431523
0,5000,10000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1662974917
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1662646406
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1664431459
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1662974803
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662974746
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1664432375
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662645686
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brandsbybravo,1664431644
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brandsbybravo,1662975269
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brandsbybravo,1662646182
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1664431547
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662974862
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662645999
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ferfloresoficial,1662974792
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ferfloresoficial,1662646005
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ferfloresoficial,1664431523
0,1,5000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,erikachristiansen,1662646128
0,1,5000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,erikachristiansen,1662975292
0,1,5000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,erikachristiansen,1664432512
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,k_and_l_asl,1664431873
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,k_and_l_asl,1662975271
0,100000,500000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,k_and_l_asl,1662646082
0,50000,100000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,marisellabella,1662974820
0,50000,100000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,marisellabella,1664432469
0,50000,100000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,marisellabella,1662646185
0,50000,100000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,goodboy_zax,1662646152
0,50000,100000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,goodboy_zax,1664431779
0,50000,100000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,goodboy_zax,1662975243
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,raisingthewildboys,1664431516
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,raisingthewildboys,1662974911
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,raisingthewildboys,1662645900
0,1,5000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,silver.e,1662974892
0,1,5000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,silver.e,1662645987
0,1,5000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,silver.e,1664432030
0,50000,100000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ashakosh,1662974826
0,50000,100000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ashakosh,1664431736
0,50000,100000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ashakosh,1662645578
0,10000,50000,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,catfiig,1662645650
