,tag,distance,freq,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
29,workoutinspo,0.408563,9.596827,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,darlingstrong,1662645585
0,yycmusic,0.154916,7.512071,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
1,canadianmusician,0.218292,7.654917,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
2,albertamusic,0.220487,6.719013,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
3,canadianmusic,0.223725,8.96444,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
4,calgarymusic,0.244768,6.777647,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
5,canadamusic,0.291359,7.380879,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
6,canadiansinger,0.291487,6.977281,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
7,yegmusic,0.297931,7.448916,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
8,canadianmusicians,0.298696,6.875232,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
9,canadiancountrymusic,0.32789,6.603944,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
10,torontomusic,0.329135,8.871225,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
11,yycmodels,0.330591,6.960348,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
12,canadiantalent,0.336383,7.040536,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
13,yycartist,0.339692,7.689829,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
14,torontosinger,0.346349,6.651572,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
15,yvrmusic,0.348987,6.618739,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
16,cbcmusic,0.349201,6.688355,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
17,yycmodel,0.349398,7.590347,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
18,torontomusician,0.349758,7.320527,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
19,ottawamusic,0.351924,6.82546,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
20,canadianartists,0.353479,8.440312,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
21,torontomusicscene,0.354051,7.725771,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
22,yycartists,0.364006,6.716595,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
23,junoawards,0.366614,7.146772,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
24,canadianartist,0.384615,9.85477,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
25,torontomusicians,0.387991,6.956545,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
26,yycarts,0.388013,7.292337,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
27,torontotalent,0.390315,6.927558,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
28,vancouvermusic,0.391447,7.518064,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
29,canadianband,0.393798,6.788972,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1664431562
0,yycmusic,0.154916,7.512071,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
1,canadianmusician,0.218292,7.654917,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
2,albertamusic,0.220487,6.719013,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
3,canadianmusic,0.223725,8.96444,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
4,calgarymusic,0.244768,6.777647,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
5,canadamusic,0.291359,7.380879,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
6,canadiansinger,0.291487,6.977281,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
7,yegmusic,0.297931,7.448916,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
8,canadianmusicians,0.298696,6.875232,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
9,canadiancountrymusic,0.32789,6.603944,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
10,torontomusic,0.329135,8.871225,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
11,yycmodels,0.330591,6.960348,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
12,canadiantalent,0.336383,7.040536,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
13,yycartist,0.339692,7.689829,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
14,torontosinger,0.346349,6.651572,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
15,yvrmusic,0.348987,6.618739,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
16,cbcmusic,0.349201,6.688355,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
17,yycmodel,0.349398,7.590347,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
18,torontomusician,0.349758,7.320527,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
19,ottawamusic,0.351924,6.82546,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
20,canadianartists,0.353479,8.440312,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
21,torontomusicscene,0.354051,7.725771,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
22,yycartists,0.364006,6.716595,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
23,junoawards,0.366614,7.146772,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
24,canadianartist,0.384615,9.85477,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
25,torontomusicians,0.387991,6.956545,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
26,yycarts,0.388013,7.292337,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
27,torontotalent,0.390315,6.927558,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
28,vancouvermusic,0.391447,7.518064,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
29,canadianband,0.393798,6.788972,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,kclynnmusic,1663156732
0,shoppinkblush,0.277257,7.697121,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
1,pinkblushstyleambassador,0.330574,7.303843,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
2,thirdlovepartner,0.352193,8.233238,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
3,getcocozy,0.354031,6.688355,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
4,sponsored,0.367031,12.212437,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
5,deltachildren,0.381046,7.103322,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
6,allatjcp,0.389696,6.616065,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
7,kohlsfinds,0.390519,7.26892,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
8,momfluencer,0.394859,8.451481,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
9,sponsoredpost,0.396231,9.048997,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
10,justfabpartner,0.399581,7.298445,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
11,shapermintpartner,0.401248,6.597146,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
12,cozyearth,0.405272,6.777647,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
13,wantable,0.407444,6.371612,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
14,sleepcozyearth,0.409412,6.912743,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
15,hosted,0.416714,8.98143,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
16,kingofchristmas,0.419306,7.865572,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
17,ltkgiftguide,0.41999,8.053251,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
18,prettyinpinkblush,0.421693,8.42705,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
19,ltkfamily,0.422124,9.146122,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
20,ltkgiftspo,0.423071,7.750184,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
21,ltkholiday,0.427347,8.592857,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
22,ltk,0.428963,9.085231,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
23,gathre,0.432054,6.672033,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
24,tubbytodd,0.433018,6.812345,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
25,momfinds,0.439391,6.154858,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
26,mominfluencer,0.439826,9.267854,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
27,ltkbump,0.441178,8.043021,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
28,cocovillage,0.441567,6.854355,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
29,ltkcyberweek,0.442431,7.048386,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662974802
0,shoppinkblush,0.277257,7.697121,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
1,pinkblushstyleambassador,0.330574,7.303843,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
2,thirdlovepartner,0.352193,8.233238,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
3,getcocozy,0.354031,6.688355,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
4,sponsored,0.367031,12.212437,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
5,deltachildren,0.381046,7.103322,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
6,allatjcp,0.389696,6.616065,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
7,kohlsfinds,0.390519,7.26892,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
8,momfluencer,0.394859,8.451481,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
9,sponsoredpost,0.396231,9.048997,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
10,justfabpartner,0.399581,7.298445,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
11,shapermintpartner,0.401248,6.597146,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
12,cozyearth,0.405272,6.777647,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
13,wantable,0.407444,6.371612,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
14,sleepcozyearth,0.409412,6.912743,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
15,hosted,0.416714,8.98143,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
16,kingofchristmas,0.419306,7.865572,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
17,ltkgiftguide,0.41999,8.053251,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
18,prettyinpinkblush,0.421693,8.42705,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
19,ltkfamily,0.422124,9.146122,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
20,ltkgiftspo,0.423071,7.750184,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
21,ltkholiday,0.427347,8.592857,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
22,ltk,0.428963,9.085231,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
23,gathre,0.432054,6.672033,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
24,tubbytodd,0.433018,6.812345,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
25,momfinds,0.439391,6.154858,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
26,mominfluencer,0.439826,9.267854,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
27,ltkbump,0.441178,8.043021,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
28,cocovillage,0.441567,6.854355,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
29,ltkcyberweek,0.442431,7.048386,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1662645439
0,shoppinkblush,0.277257,7.697121,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
1,pinkblushstyleambassador,0.330574,7.303843,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
2,thirdlovepartner,0.352193,8.233238,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
3,getcocozy,0.354031,6.688355,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
4,sponsored,0.367031,12.212437,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
5,deltachildren,0.381046,7.103322,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
6,allatjcp,0.389696,6.616065,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
7,kohlsfinds,0.390519,7.26892,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
8,momfluencer,0.394859,8.451481,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
9,sponsoredpost,0.396231,9.048997,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
10,justfabpartner,0.399581,7.298445,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
11,shapermintpartner,0.401248,6.597146,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
12,cozyearth,0.405272,6.777647,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
13,wantable,0.407444,6.371612,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
14,sleepcozyearth,0.409412,6.912743,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
15,hosted,0.416714,8.98143,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
16,kingofchristmas,0.419306,7.865572,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
17,ltkgiftguide,0.41999,8.053251,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
18,prettyinpinkblush,0.421693,8.42705,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
19,ltkfamily,0.422124,9.146122,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
20,ltkgiftspo,0.423071,7.750184,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
21,ltkholiday,0.427347,8.592857,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
22,ltk,0.428963,9.085231,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
23,gathre,0.432054,6.672033,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
24,tubbytodd,0.433018,6.812345,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
25,momfinds,0.439391,6.154858,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
26,mominfluencer,0.439826,9.267854,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
27,ltkbump,0.441178,8.043021,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
28,cocovillage,0.441567,6.854355,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
29,ltkcyberweek,0.442431,7.048386,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,livingwithjackie_,1664431735
0,njblogger,0.146117,7.238497,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
1,phillyblogger,0.244383,7.390181,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
2,nyblogger,0.278724,7.719574,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
3,nycblogger,0.340137,9.528139,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
4,dcblogger,0.355851,7.913155,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
5,ctblogger,0.405543,6.862758,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
6,newyorkblogger,0.416261,8.067776,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
7,dmvblogger,0.4602,7.470224,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
8,nycbloggers,0.465996,7.922261,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
9,charlotteblogger,0.469198,7.196687,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
10,njmom,0.470768,7.292337,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
11,bostonbloggers,0.472963,7.334982,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
12,nycblog,0.477501,6.785588,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
13,nycfashionblogger,0.478731,8.202208,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
14,bostonblogger,0.479296,8.244071,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
15,latinabloggers,0.481841,7.641084,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
16,floridablogger,0.483178,8.187855,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
17,latinablogger,0.484006,8.554296,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
18,njmodel,0.485327,8.017637,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
19,blackgirlsblog,0.492814,7.730175,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
20,browngirlswhoblog,0.495042,8.024862,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
21,blackblogger,0.496176,8.656955,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
22,miamiblogger,0.499524,8.700181,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
23,browngirlblogger,0.49991,7.73587,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
24,blogwithme,0.500708,6.635947,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
25,njphotographer,0.502318,8.446556,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
26,phillystyle,0.502467,7.649693,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
27,njeats,0.506341,7.883446,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
28,montclairnj,0.507553,7.697121,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
29,njfoodie,0.509427,7.593374,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662645870
0,njblogger,0.146117,7.238497,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
1,phillyblogger,0.244383,7.390181,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
2,nyblogger,0.278724,7.719574,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
3,nycblogger,0.340137,9.528139,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
4,dcblogger,0.355851,7.913155,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
5,ctblogger,0.405543,6.862758,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
6,newyorkblogger,0.416261,8.067776,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
7,dmvblogger,0.4602,7.470224,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
8,nycbloggers,0.465996,7.922261,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
9,charlotteblogger,0.469198,7.196687,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
10,njmom,0.470768,7.292337,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
11,bostonbloggers,0.472963,7.334982,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
12,nycblog,0.477501,6.785588,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
13,nycfashionblogger,0.478731,8.202208,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
14,bostonblogger,0.479296,8.244071,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
15,latinabloggers,0.481841,7.641084,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
16,floridablogger,0.483178,8.187855,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
17,latinablogger,0.484006,8.554296,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
18,njmodel,0.485327,8.017637,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
19,blackgirlsblog,0.492814,7.730175,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
20,browngirlswhoblog,0.495042,8.024862,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
21,blackblogger,0.496176,8.656955,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
22,miamiblogger,0.499524,8.700181,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
23,browngirlblogger,0.49991,7.73587,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
24,blogwithme,0.500708,6.635947,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
25,njphotographer,0.502318,8.446556,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
26,phillystyle,0.502467,7.649693,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
27,njeats,0.506341,7.883446,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
28,montclairnj,0.507553,7.697121,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
29,njfoodie,0.509427,7.593374,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1662974949
0,njblogger,0.146117,7.238497,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
1,phillyblogger,0.244383,7.390181,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
2,nyblogger,0.278724,7.719574,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
3,nycblogger,0.340137,9.528139,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
4,dcblogger,0.355851,7.913155,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
5,ctblogger,0.405543,6.862758,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
6,newyorkblogger,0.416261,8.067776,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
7,dmvblogger,0.4602,7.470224,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
8,nycbloggers,0.465996,7.922261,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
9,charlotteblogger,0.469198,7.196687,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
10,njmom,0.470768,7.292337,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
11,bostonbloggers,0.472963,7.334982,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
12,nycblog,0.477501,6.785588,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
13,nycfashionblogger,0.478731,8.202208,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
14,bostonblogger,0.479296,8.244071,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
15,latinabloggers,0.481841,7.641084,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
16,floridablogger,0.483178,8.187855,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
17,latinablogger,0.484006,8.554296,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,officialmsharper,1664431781
