,id,name,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
0,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sally_belhaj,1664431544
1,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sally_belhaj,1664431544
2,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sally_belhaj,1664431544
0,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sally_belhaj,1662645798
1,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sally_belhaj,1662645798
2,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sally_belhaj,1662645798
0,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,raleighlilith,1662646070
1,21,Sports,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,raleighlilith,1662646070
0,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,raleighlilith,1664431520
1,21,Sports,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,raleighlilith,1664431520
0,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,raleighlilith,1662974962
1,21,Sports,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,raleighlilith,1662974962
0,1,Television & Film,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sarahjpreston,1664431716
0,1,Television & Film,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sarahjpreston,1662645519
0,1,Television & Film,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,sarahjpreston,1662974731
0,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,miixeddoll,1664431527
0,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,miixeddoll,1662646215
0,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,miixeddoll,1662974736
0,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662975240
1,25,Electronics & Computers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662975240
2,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662975240
3,80,Beauty & Cosmetics,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662975240
4,33,Activewear,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662975240
5,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662975240
6,21,Sports,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662975240
7,291,Wedding,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662975240
8,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662975240
9,1826,Cars & Motorbikes,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662975240
10,11,Camera & Photography,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662975240
11,43,"Travel, Tourism & Aviation",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662975240
12,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662975240
0,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1664431734
1,25,Electronics & Computers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1664431734
2,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1664431734
3,80,Beauty & Cosmetics,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1664431734
4,33,Activewear,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1664431734
5,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1664431734
6,21,Sports,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1664431734
7,291,Wedding,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1664431734
8,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1664431734
9,1826,Cars & Motorbikes,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1664431734
10,11,Camera & Photography,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1664431734
11,43,"Travel, Tourism & Aviation",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1664431734
12,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1664431734
0,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662645464
1,25,Electronics & Computers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662645464
2,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662645464
3,80,Beauty & Cosmetics,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662645464
4,33,Activewear,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662645464
5,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662645464
6,21,Sports,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662645464
7,291,Wedding,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662645464
8,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662645464
9,1826,Cars & Motorbikes,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662645464
10,11,Camera & Photography,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662645464
11,43,"Travel, Tourism & Aviation",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662645464
12,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,jamieeastonn,1662645464
0,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1662974910
1,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1662974910
2,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1662974910
3,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1662974910
4,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1662974910
5,291,Wedding,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1662974910
6,11,Camera & Photography,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1662974910
0,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1664431836
1,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1664431836
2,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1664431836
3,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1664431836
4,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1664431836
5,291,Wedding,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1664431836
6,11,Camera & Photography,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1664431836
0,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1662645832
1,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1662645832
2,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1662645832
3,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1662645832
4,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1662645832
5,291,Wedding,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1662645832
6,11,Camera & Photography,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,ofc.gaines_,1662645832
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1662645709
1,9,"Coffee, Tea & Beverages",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1662645709
2,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1662645709
3,36,Art & Design,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1662645709
4,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1662645709
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1664431523
1,9,"Coffee, Tea & Beverages",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1664431523
2,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1664431523
3,36,Art & Design,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1664431523
4,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1664431523
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1662974917
1,9,"Coffee, Tea & Beverages",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1662974917
2,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1662974917
3,36,Art & Design,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1662974917
4,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,positivelyprimary,1662974917
0,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1662646406
1,9,"Coffee, Tea & Beverages",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1662646406
2,1,Television & Film,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1662646406
3,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1662646406
4,33,Activewear,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1662646406
5,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1662646406
6,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1662646406
0,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1664431459
1,9,"Coffee, Tea & Beverages",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1664431459
2,1,Television & Film,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1664431459
3,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1664431459
4,33,Activewear,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1664431459
5,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1664431459
6,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1664431459
0,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1662974803
1,9,"Coffee, Tea & Beverages",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1662974803
2,1,Television & Film,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1662974803
3,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1662974803
4,33,Activewear,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1662974803
5,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1662974803
6,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,london_dayy,1662974803
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662974746
1,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662974746
2,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662974746
3,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662974746
4,33,Activewear,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662974746
5,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662974746
6,58,Business & Careers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662974746
7,139,"Restaurants, Food & Grocery",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662974746
8,36,Art & Design,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662974746
9,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662974746
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1664432375
1,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1664432375
2,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1664432375
3,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1664432375
4,33,Activewear,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1664432375
5,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1664432375
6,58,Business & Careers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1664432375
7,139,"Restaurants, Food & Grocery",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1664432375
8,36,Art & Design,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1664432375
9,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1664432375
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662645686
1,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662645686
2,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662645686
3,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662645686
4,33,Activewear,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662645686
5,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662645686
6,58,Business & Careers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662645686
7,139,"Restaurants, Food & Grocery",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662645686
8,36,Art & Design,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662645686
9,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,lifewiththe_fellers,1662645686
0,1,Television & Film,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brandsbybravo,1664431644
1,3,Music,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brandsbybravo,1664431644
2,291,Wedding,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brandsbybravo,1664431644
0,1,Television & Film,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brandsbybravo,1662975269
1,3,Music,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brandsbybravo,1662975269
2,291,Wedding,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brandsbybravo,1662975269
0,1,Television & Film,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brandsbybravo,1662646182
1,3,Music,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brandsbybravo,1662646182
2,291,Wedding,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brandsbybravo,1662646182
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1664431547
1,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1664431547
2,9,"Coffee, Tea & Beverages",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1664431547
3,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1664431547
4,36,Art & Design,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1664431547
5,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1664431547
6,58,Business & Careers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1664431547
7,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1664431547
8,1560,"Home Decor, Furniture & Garden",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1664431547
9,139,"Restaurants, Food & Grocery",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1664431547
10,1500,Luxury Goods,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1664431547
11,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1664431547
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662974862
1,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662974862
2,9,"Coffee, Tea & Beverages",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662974862
3,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662974862
4,36,Art & Design,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662974862
5,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662974862
6,58,Business & Careers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662974862
7,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662974862
8,1560,"Home Decor, Furniture & Garden",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662974862
9,139,"Restaurants, Food & Grocery",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662974862
10,1500,Luxury Goods,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662974862
11,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662974862
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662645999
1,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662645999
2,9,"Coffee, Tea & Beverages",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662645999
3,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662645999
4,36,Art & Design,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662645999
5,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662645999
6,58,Business & Careers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662645999
7,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662645999
8,1560,"Home Decor, Furniture & Garden",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662645999
9,139,"Restaurants, Food & Grocery",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662645999
10,1500,Luxury Goods,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662645999
11,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,brookegriffin.fit,1662645999
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
1,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
2,36,Art & Design,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
3,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
4,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
5,139,"Restaurants, Food & Grocery",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
6,43,"Travel, Tourism & Aviation",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
7,9,"Coffee, Tea & Beverages",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
8,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
9,1560,"Home Decor, Furniture & Garden",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
10,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
11,30,Gaming,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
12,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
13,100,Healthcare & Medicine,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
14,21,Sports,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
15,11,Camera & Photography,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
16,673,Pets,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
17,80,Beauty & Cosmetics,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
18,19,"Beer, Wine & Spirits",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662974939
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
1,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
2,36,Art & Design,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
3,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
4,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
5,139,"Restaurants, Food & Grocery",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
6,43,"Travel, Tourism & Aviation",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
7,9,"Coffee, Tea & Beverages",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
8,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
9,1560,"Home Decor, Furniture & Garden",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
10,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
11,30,Gaming,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
12,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
13,100,Healthcare & Medicine,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
14,21,Sports,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
15,11,Camera & Photography,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
16,673,Pets,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
17,80,Beauty & Cosmetics,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
18,19,"Beer, Wine & Spirits",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1662645357
0,25,Electronics & Computers,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
1,13,"Clothes, Shoes, Handbags & Accessories",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
2,36,Art & Design,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
3,7,Shopping & Retail,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
4,190,"Toys, Children & Baby",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
5,139,"Restaurants, Food & Grocery",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
6,43,"Travel, Tourism & Aviation",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
7,9,"Coffee, Tea & Beverages",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
8,1708,"Friends, Family & Relationships",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
9,1560,"Home Decor, Furniture & Garden",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
10,196,Fitness & Yoga,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
11,30,Gaming,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
12,798,Healthy Lifestyle,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
13,100,Healthcare & Medicine,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
14,21,Sports,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
15,11,Camera & Photography,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
16,673,Pets,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
17,80,Beauty & Cosmetics,2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
18,19,"Beer, Wine & Spirits",2022-10-21 11:05:17.701729,Hereafter,from_hereafter,r4review,1664431514
