,code,weight,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
57,suspicious,0.081312,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
58,influencers,0.164758,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
59,real,0.499709,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,mizzerybell,1662974792
60,mass_followers,0.289002,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1662974830
61,suspicious,0.074852,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1662974830
62,influencers,0.263885,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1662974830
63,real,0.372261,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1662974830
64,mass_followers,0.289102,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1664431613
65,suspicious,0.074852,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1664431613
66,influencers,0.263785,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1664431613
67,real,0.372261,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1664431613
68,mass_followers,0.289002,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1662645669
69,suspicious,0.074852,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1662645669
70,influencers,0.263885,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1662645669
71,real,0.372261,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,lisettejyoga,1662645669
72,mass_followers,0.11928,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,satisfylagoon,1664431864
73,suspicious,0.072523,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,satisfylagoon,1664431864
74,influencers,0.106645,2022-10-21 11:05:17.701729,Ecletticos,ecletticos,satisfylagoon,1664431864
